nodeName	altName	nodeAttr[nodesPresent, ]
ENSG00000104960.15	NA	lightgreen
ENSG00000104976.13	NA	lightgreen
ENSG00000105552.15	NA	lightgreen
ENSG00000105619.14	NA	lightgreen
ENSG00000105705.16	NA	lightgreen
ENSG00000105771.14	NA	lightgreen
ENSG00000105778.20	NA	lightgreen
ENSG00000105835.13	NA	lightgreen
ENSG00000105856.14	NA	lightgreen
ENSG00000105939.14	NA	lightgreen
ENSG00000106034.18	NA	lightgreen
ENSG00000106077.19	NA	lightgreen
ENSG00000106246.18	NA	lightgreen
ENSG00000106608.17	NA	lightgreen
ENSG00000106692.15	NA	lightgreen
ENSG00000106771.13	NA	lightgreen
ENSG00000106804.10	NA	lightgreen
ENSG00000107036.12	NA	lightgreen
ENSG00000107186.17	NA	lightgreen
ENSG00000107290.14	NA	lightgreen
ENSG00000107518.18	NA	lightgreen
ENSG00000107581.14	NA	lightgreen
ENSG00000107651.15	NA	lightgreen
ENSG00000107669.19	NA	lightgreen
ENSG00000107771.17	NA	lightgreen
ENSG00000107798.18	NA	lightgreen
ENSG00000107897.20	NA	lightgreen
ENSG00000108055.11	NA	lightgreen
ENSG00000108395.14	NA	lightgreen
ENSG00000108406.10	NA	lightgreen
ENSG00000108506.14	NA	lightgreen
ENSG00000108582.12	NA	lightgreen
ENSG00000108588.15	NA	lightgreen
ENSG00000108733.11	NA	lightgreen
ENSG00000108946.17	NA	lightgreen
ENSG00000109065.12	NA	lightgreen
ENSG00000109381.21	NA	lightgreen
ENSG00000109572.16	NA	lightgreen
ENSG00000109606.13	NA	lightgreen
ENSG00000109686.20	NA	lightgreen
ENSG00000109787.13	NA	lightgreen
ENSG00000109790.18	NA	lightgreen
ENSG00000110218.9	NA	lightgreen
ENSG00000110321.19	NA	lightgreen
ENSG00000110367.14	NA	lightgreen
ENSG00000110429.14	NA	lightgreen
ENSG00000110713.18	NA	lightgreen
ENSG00000110911.17	NA	lightgreen
ENSG00000111339.12	NA	lightgreen
ENSG00000111358.14	NA	lightgreen
ENSG00000111530.13	NA	lightgreen
ENSG00000111647.13	NA	lightgreen
ENSG00000111670.16	NA	lightgreen
ENSG00000111674.9	NA	lightgreen
ENSG00000111727.12	NA	lightgreen
ENSG00000111816.8	NA	lightgreen
ENSG00000111846.20	NA	lightgreen
ENSG00000111897.7	NA	lightgreen
ENSG00000112062.12	NA	lightgreen
ENSG00000112078.14	NA	lightgreen
ENSG00000112249.14	NA	lightgreen
ENSG00000112297.18	NA	lightgreen
ENSG00000112339.15	NA	lightgreen
ENSG00000112419.15	NA	lightgreen
ENSG00000112511.18	NA	lightgreen
ENSG00000112658.8	NA	lightgreen
ENSG00000112685.14	NA	lightgreen
ENSG00000112964.14	NA	lightgreen
ENSG00000112992.18	NA	lightgreen
ENSG00000113194.13	NA	lightgreen
ENSG00000113282.14	NA	lightgreen
ENSG00000113494.17	NA	lightgreen
ENSG00000113504.21	NA	lightgreen
ENSG00000113569.16	NA	lightgreen
ENSG00000113580.15	NA	lightgreen
ENSG00000113595.15	NA	lightgreen
ENSG00000113615.13	NA	lightgreen
ENSG00000113790.11	NA	lightgreen
ENSG00000114166.8	NA	lightgreen
ENSG00000114346.14	NA	lightgreen
ENSG00000114416.19	NA	lightgreen
ENSG00000114439.19	NA	lightgreen
ENSG00000114541.15	NA	lightgreen
ENSG00000114573.12	NA	lightgreen
ENSG00000114626.18	NA	lightgreen
ENSG00000114742.14	NA	lightgreen
ENSG00000114767.7	NA	lightgreen
ENSG00000114796.16	NA	lightgreen
ENSG00000114993.17	NA	lightgreen
ENSG00000115204.15	NA	lightgreen
ENSG00000115211.17	NA	lightgreen
ENSG00000115274.15	NA	lightgreen
ENSG00000115307.17	NA	lightgreen
ENSG00000115317.13	NA	lightgreen
ENSG00000115355.18	NA	lightgreen
ENSG00000115459.18	NA	lightgreen
ENSG00000115504.15	NA	lightgreen
ENSG00000115750.17	NA	lightgreen
ENSG00000115756.13	NA	lightgreen
ENSG00000115825.11	NA	lightgreen
ENSG00000115839.19	NA	lightgreen
ENSG00000115993.13	NA	lightgreen
ENSG00000116005.12	NA	lightgreen
ENSG00000116062.19	NA	lightgreen
ENSG00000116138.13	NA	lightgreen
ENSG00000116171.19	NA	lightgreen
ENSG00000116199.12	NA	lightgreen
ENSG00000116213.16	NA	lightgreen
ENSG00000116337.20	NA	lightgreen
ENSG00000116641.18	NA	lightgreen
ENSG00000116704.8	NA	lightgreen
ENSG00000116833.14	NA	lightgreen
ENSG00000116977.19	NA	lightgreen
ENSG00000117000.9	NA	lightgreen
ENSG00000117036.12	NA	lightgreen
ENSG00000117054.15	NA	lightgreen
ENSG00000117114.21	NA	lightgreen
ENSG00000117222.14	NA	lightgreen
ENSG00000117335.21	NA	lightgreen
ENSG00000117385.16	NA	lightgreen
ENSG00000117395.13	NA	lightgreen
ENSG00000117475.14	NA	lightgreen
ENSG00000117480.16	NA	lightgreen
ENSG00000117519.16	NA	lightgreen
ENSG00000117593.12	NA	lightgreen
ENSG00000117597.18	NA	lightgreen
ENSG00000117859.19	NA	lightgreen
ENSG00000117868.18	NA	lightgreen
ENSG00000118007.13	NA	lightgreen
ENSG00000118162.14	NA	lightgreen
ENSG00000118217.7	NA	lightgreen
ENSG00000118482.12	NA	lightgreen
ENSG00000118873.17	NA	lightgreen
ENSG00000119431.10	NA	lightgreen
ENSG00000119541.10	NA	lightgreen
ENSG00000119616.11	NA	lightgreen
ENSG00000119711.13	NA	lightgreen
ENSG00000119899.13	NA	lightgreen
ENSG00000119912.18	NA	lightgreen
ENSG00000120008.16	NA	lightgreen
ENSG00000120137.7	NA	lightgreen
ENSG00000120526.12	NA	lightgreen
ENSG00000120690.16	NA	lightgreen
ENSG00000120756.13	NA	lightgreen
ENSG00000120800.5	NA	lightgreen
ENSG00000120868.14	NA	lightgreen
ENSG00000122068.13	NA	lightgreen
ENSG00000122218.17	NA	lightgreen
ENSG00000123104.12	NA	lightgreen
ENSG00000123124.14	NA	lightgreen
ENSG00000123136.15	NA	lightgreen
ENSG00000123213.23	NA	lightgreen
ENSG00000123268.9	NA	lightgreen
ENSG00000123395.15	NA	lightgreen
ENSG00000124074.12	NA	lightgreen
ENSG00000124104.19	NA	lightgreen
ENSG00000124151.19	NA	lightgreen
ENSG00000124198.10	NA	lightgreen
ENSG00000124275.15	NA	lightgreen
ENSG00000124486.15	NA	lightgreen
ENSG00000124789.12	NA	lightgreen
ENSG00000125107.19	NA	lightgreen
ENSG00000125247.16	NA	lightgreen
ENSG00000125304.10	NA	lightgreen
ENSG00000125484.12	NA	lightgreen
ENSG00000125650.5	NA	lightgreen
ENSG00000125733.18	NA	lightgreen
ENSG00000125826.22	NA	lightgreen
ENSG00000125827.9	NA	lightgreen
ENSG00000125877.13	NA	lightgreen
ENSG00000125944.21	NA	lightgreen
ENSG00000125971.18	NA	lightgreen
ENSG00000126214.22	NA	lightgreen
ENSG00000126777.18	NA	lightgreen
ENSG00000126945.9	NA	lightgreen
ENSG00000127022.16	NA	lightgreen
ENSG00000127415.13	NA	lightgreen
ENSG00000127870.17	NA	lightgreen
ENSG00000127980.16	NA	lightgreen
ENSG00000128272.18	NA	lightgreen
ENSG00000128563.13	NA	lightgreen
ENSG00000128595.17	NA	lightgreen
ENSG00000128604.21	NA	lightgreen
ENSG00000128641.19	NA	lightgreen
ENSG00000129003.19	NA	lightgreen
ENSG00000129083.13	NA	lightgreen
ENSG00000129347.21	NA	lightgreen
ENSG00000129493.15	NA	lightgreen
ENSG00000129534.14	NA	lightgreen
ENSG00000130204.13	NA	lightgreen
ENSG00000130227.17	NA	lightgreen
ENSG00000130244.13	NA	lightgreen
ENSG00000130299.17	NA	lightgreen
ENSG00000130305.17	NA	lightgreen
ENSG00000130340.17	NA	lightgreen
ENSG00000130734.10	NA	lightgreen
ENSG00000130764.10	NA	lightgreen
ENSG00000130779.22	NA	lightgreen
ENSG00000130810.20	NA	lightgreen
ENSG00000130813.18	NA	lightgreen
ENSG00000131013.4	NA	lightgreen
ENSG00000131269.19	NA	lightgreen
ENSG00000131374.15	NA	lightgreen
ENSG00000131558.15	NA	lightgreen
ENSG00000131652.14	NA	lightgreen
ENSG00000131725.14	NA	lightgreen
ENSG00000132294.15	NA	lightgreen
ENSG00000132323.9	NA	lightgreen
ENSG00000132522.16	NA	lightgreen
ENSG00000132535.22	NA	lightgreen
ENSG00000132623.16	NA	lightgreen
ENSG00000132640.15	NA	lightgreen
ENSG00000132781.21	NA	lightgreen
ENSG00000132824.14	NA	lightgreen
ENSG00000132837.15	NA	lightgreen
ENSG00000132842.15	NA	lightgreen
ENSG00000132879.14	NA	lightgreen
ENSG00000133114.18	NA	lightgreen
ENSG00000133138.20	NA	lightgreen
ENSG00000133316.16	NA	lightgreen
ENSG00000133612.20	NA	lightgreen
ENSG00000133657.17	NA	lightgreen
ENSG00000133704.10	NA	lightgreen
ENSG00000133812.18	NA	lightgreen
ENSG00000134250.21	NA	lightgreen
ENSG00000134440.12	NA	lightgreen
ENSG00000134532.20	NA	lightgreen
ENSG00000134644.16	NA	lightgreen
ENSG00000134698.11	NA	lightgreen
ENSG00000134760.6	NA	lightgreen
ENSG00000134910.14	NA	lightgreen
ENSG00000134982.18	NA	lightgreen
ENSG00000135040.16	NA	lightgreen
ENSG00000135090.14	NA	lightgreen
ENSG00000135218.19	NA	lightgreen
ENSG00000135220.11	NA	lightgreen
ENSG00000135241.17	NA	lightgreen
ENSG00000135250.17	NA	lightgreen
ENSG00000135336.16	NA	lightgreen
ENSG00000135387.21	NA	lightgreen
ENSG00000135525.19	NA	lightgreen
ENSG00000135596.18	NA	lightgreen
ENSG00000135677.11	NA	lightgreen
ENSG00000135776.5	NA	lightgreen
ENSG00000135829.17	NA	lightgreen
ENSG00000135924.17	NA	lightgreen
ENSG00000135999.12	NA	lightgreen
ENSG00000136143.16	NA	lightgreen
ENSG00000136237.20	NA	lightgreen
ENSG00000136271.11	NA	lightgreen
ENSG00000136381.13	NA	lightgreen
ENSG00000136444.10	NA	lightgreen
ENSG00000136485.16	NA	lightgreen
ENSG00000136628.18	NA	lightgreen
ENSG00000136630.13	NA	lightgreen
ENSG00000136636.13	NA	lightgreen
ENSG00000136738.15	NA	lightgreen
ENSG00000136758.20	NA	lightgreen
ENSG00000136807.14	NA	lightgreen
ENSG00000136824.19	NA	lightgreen
ENSG00000136868.11	NA	lightgreen
ENSG00000136874.11	NA	lightgreen
ENSG00000136881.12	NA	lightgreen
ENSG00000136908.18	NA	lightgreen
ENSG00000136940.14	NA	lightgreen
ENSG00000137145.21	NA	lightgreen
ENSG00000137561.5	NA	lightgreen
ENSG00000137574.11	NA	lightgreen
ENSG00000137575.12	NA	lightgreen
ENSG00000137628.18	NA	lightgreen
ENSG00000137642.13	NA	lightgreen
ENSG00000137710.17	NA	lightgreen
ENSG00000137812.21	NA	lightgreen
ENSG00000137845.15	NA	lightgreen
ENSG00000137992.15	NA	lightgreen
ENSG00000138018.19	NA	lightgreen
ENSG00000138071.15	NA	lightgreen
ENSG00000138138.14	NA	lightgreen
ENSG00000138182.15	NA	lightgreen
ENSG00000138246.17	NA	lightgreen
ENSG00000138434.17	NA	lightgreen
ENSG00000138449.11	NA	lightgreen
ENSG00000138463.9	NA	lightgreen
ENSG00000138592.14	NA	lightgreen
ENSG00000138593.9	NA	lightgreen
ENSG00000138594.14	NA	lightgreen
ENSG00000138604.10	NA	lightgreen
ENSG00000138640.15	NA	lightgreen
ENSG00000138641.18	NA	lightgreen
ENSG00000138674.17	NA	lightgreen
ENSG00000138757.15	NA	lightgreen
ENSG00000138758.12	NA	lightgreen
ENSG00000138760.11	NA	lightgreen
ENSG00000138768.15	NA	lightgreen
ENSG00000138780.15	NA	lightgreen
ENSG00000138792.10	NA	lightgreen
ENSG00000138802.11	NA	lightgreen
ENSG00000138823.14	NA	lightgreen
ENSG00000139132.16	NA	lightgreen
ENSG00000139144.11	NA	lightgreen
ENSG00000139209.16	NA	lightgreen
ENSG00000139218.18	NA	lightgreen
ENSG00000139266.6	NA	lightgreen
ENSG00000139350.12	NA	lightgreen
ENSG00000139517.9	NA	lightgreen
ENSG00000139546.12	NA	lightgreen
ENSG00000139697.14	NA	lightgreen
ENSG00000139842.15	NA	lightgreen
ENSG00000140104.14	NA	lightgreen
ENSG00000140262.18	NA	lightgreen
ENSG00000140320.12	NA	lightgreen
ENSG00000140365.16	NA	lightgreen
ENSG00000140382.15	NA	lightgreen
ENSG00000140386.13	NA	lightgreen
ENSG00000140396.13	NA	lightgreen
ENSG00000140526.18	NA	lightgreen
ENSG00000140718.22	NA	lightgreen
ENSG00000140939.15	NA	lightgreen
ENSG00000140992.19	NA	lightgreen
ENSG00000141027.23	NA	lightgreen
ENSG00000141198.16	NA	lightgreen
ENSG00000141367.13	NA	lightgreen
ENSG00000141424.13	NA	lightgreen
ENSG00000141429.14	NA	lightgreen
ENSG00000141456.16	NA	lightgreen
ENSG00000141499.18	NA	lightgreen
ENSG00000141568.21	NA	lightgreen
ENSG00000141627.14	NA	lightgreen
ENSG00000141854.10	NA	lightgreen
ENSG00000141858.12	NA	lightgreen
ENSG00000141867.19	NA	lightgreen
ENSG00000142046.15	NA	lightgreen
ENSG00000142082.15	NA	lightgreen
ENSG00000142166.15	NA	lightgreen
ENSG00000142192.22	NA	lightgreen
ENSG00000142252.11	NA	lightgreen
ENSG00000142544.7	NA	lightgreen
ENSG00000142920.18	NA	lightgreen
ENSG00000143224.18	NA	lightgreen
ENSG00000143278.5	NA	lightgreen
ENSG00000143294.15	NA	lightgreen
ENSG00000143324.14	NA	lightgreen
ENSG00000143337.19	NA	lightgreen
ENSG00000143751.10	NA	lightgreen
ENSG00000143793.13	NA	lightgreen
ENSG00000143811.20	NA	lightgreen
ENSG00000143970.18	NA	lightgreen
ENSG00000144357.18	NA	lightgreen
ENSG00000144468.17	NA	lightgreen
ENSG00000144597.14	NA	lightgreen
ENSG00000144724.20	NA	lightgreen
ENSG00000144747.17	NA	lightgreen
ENSG00000144895.12	NA	lightgreen
ENSG00000144909.8	NA	lightgreen
ENSG00000145041.17	NA	lightgreen
ENSG00000145332.14	NA	lightgreen
ENSG00000145391.14	NA	lightgreen
ENSG00000145675.16	NA	lightgreen
ENSG00000145703.17	NA	lightgreen
ENSG00000145715.15	NA	lightgreen
ENSG00000146085.8	NA	lightgreen
ENSG00000146233.8	NA	lightgreen
ENSG00000146376.11	NA	lightgreen
ENSG00000146433.10	NA	lightgreen
ENSG00000146842.17	NA	lightgreen
ENSG00000146918.20	NA	lightgreen
ENSG00000147475.17	NA	lightgreen
ENSG00000148158.17	NA	lightgreen
ENSG00000148331.12	NA	lightgreen
ENSG00000148358.21	NA	lightgreen
ENSG00000148700.15	NA	lightgreen
ENSG00000148832.16	NA	lightgreen
ENSG00000149308.17	NA	lightgreen
ENSG00000149480.7	NA	lightgreen
ENSG00000149548.15	NA	lightgreen
ENSG00000149743.14	NA	lightgreen
ENSG00000150054.19	NA	lightgreen
ENSG00000150093.20	NA	lightgreen
ENSG00000150527.18	NA	lightgreen
